iter	RMSE
409	0.04300932865
410	0.04278105594
411	0.04278018693
412	0.04277998716
413	0.04277856721
414	0.04277504734
415	0.04277385765
416	0.04267587511
417	0.04266854793
418	0.04266457775
419	0.04264443735
420	0.04263996636
421	0.04255794427
422	0.04255511281
423	0.04254901
424	0.04254874967
425	0.0425429636
426	0.04244648025
427	0.04214998437
428	0.04214800359
429	0.04186226399
430	0.04186056116
431	0.04177631524
432	0.0417747133
433	0.04148492795
434	0.0414716506
435	0.04143493158
436	0.04135183534
437	0.04135023405
438	0.0410581374
439	0.0410561064
440	0.04103113056
441	0.04095055513
442	0.04094845636
443	0.04092358809
444	0.04092226628
445	0.04090560958
446	0.04089416116
447	0.04088709693
448	0.04088564537
449	0.04078036566
450	0.04078001837
451	0.04074327565
452	0.0407420634
453	0.04074063401
454	0.04070866599
455	0.04069245716
456	0.04068588449
457	0.04068397327
458	0.04052389091
459	0.04052159128
460	0.04051967084
461	0.04037871301
462	0.04037733514
463	0.04032545949
464	0.04032381125
465	0.04027746267
466	0.04027671725
467	0.0402605578
468	0.04025922305
469	0.04025697905
470	0.04002317762
471	0.03993479143
472	0.03984183662
473	0.03979277109
474	0.03979161942
475	0.03978437788
476	0.03978208348
477	0.03978041012
478	0.03963225413
479	0.03962837664
480	0.03962826494
481	0.03962157548
482	0.03961648609
483	0.03961385479
484	0.03946219584
485	0.03929964497
486	0.03929833563
487	0.03928799971
488	0.03928061408
489	0.03921827246
490	0.03921712875
491	0.03920329139
492	0.03899595819
493	0.03886745217
494	0.03885423944
495	0.03885302693
496	0.03885171403
497	0.03880465317
498	0.03880256805
499	0.03880148838
500	0.03879982443
501	0.03879776788
502	0.03879670989
503	0.03879190211
504	0.03878298581
505	0.03878248163
506	0.03877509607
507	0.03877406277
508	0.03877347079
509	0.03876739482
510	0.03876652154
511	0.03876538351
512	0.03875746117
513	0.03861532123
514	0.03861333189
515	0.03860745768
516	0.03860014347
517	0.03859525079
518	0.03859405403
519	0.03858391564
520	0.03858279195
521	0.03857536243
522	0.03855700674
523	0.03855435053
524	0.03846306953
525	0.03844080079
526	0.03843982638
527	0.03843249971
528	0.03842541847
529	0.03835461579
530	0.03815508856
531	0.0381042292
532	0.03809203893
533	0.0380858102
534	0.03808463374
535	0.0380835712
536	0.03807408717
537	0.03806924762
538	0.03802562668
539	0.03796983571
540	0.03796304766
541	0.03794003982
542	0.03790295816
543	0.03789975228
544	0.03789012149
545	0.03788986056
546	0.03786949757
547	0.03770998293
548	0.03762267505
549	0.03761353677
550	0.03761255154
551	0.03760702184
552	0.03759534314
553	0.03755635732
554	0.0375419298
555	0.03747722961
556	0.03741760885
557	0.03739835122
558	0.03739163503
559	0.03733936533
560	0.03733772296
561	0.0373147463
562	0.03731243104
563	0.03730509011
564	0.03714060108
565	0.03697302243
566	0.03697124476
567	0.03690826711
568	0.03689749196
569	0.03689658435
570	0.03688154879
571	0.03685167657
572	0.0368453156
573	0.03676309886
574	0.03675601943
575	0.03675511945
576	0.03672698477
577	0.03672603781
578	0.03672061302
579	0.03660393858
580	0.03660162802
581	0.03655127766
582	0.03630050567
583	0.03629293831
584	0.03625425977
585	0.03615532974
586	0.0358690225
587	0.03583088357
588	0.0357005686
589	0.03564563289
590	0.03564468824
591	0.03564280038
592	0.03563214184
593	0.03561855906
594	0.03561670303
595	0.03558831616
596	0.03558573322
597	0.03557244471
598	0.03553728785
599	0.03552753329
600	0.03548516244
601	0.03545409768
602	0.03544911305
603	0.03535999059
604	0.03535601437
605	0.03534759023
606	0.03534072676
607	0.03533438606
608	0.03533082051
609	0.03532538755
610	0.03529123646
611	0.03526647914
612	0.03516075921
613	0.03504255251
614	0.03503011234
615	0.03502561344
616	0.03500173178
617	0.03497967399
618	0.03495045417
619	0.03491416804
620	0.03487553904
621	0.03486284337
622	0.03482473282
623	0.03472321733
624	0.03465678793
625	0.0346402407
626	0.03463667019
627	0.0345907559
628	0.03458030323
629	0.03455122333
630	0.03454424786
631	0.03453950997
632	0.03443963309
633	0.03441903268
634	0.03441755551
635	0.03441687691
636	0.03441176303
637	0.03440867841
638	0.03432168401
639	0.03432097781
640	0.03431923047
641	0.03429482152
642	0.0341597775
643	0.033903904
644	0.03389531612
645	0.03381625831
646	0.03379110754
647	0.03379048287
648	0.03376254823
649	0.03373725204
650	0.03373310428
651	0.03368552247
652	0.03368252494
653	0.03363491505
654	0.03362578487
655	0.03362428675
656	0.03362235725
657	0.03354416429
658	0.03352340257
659	0.03351475704
660	0.03343576313
661	0.03341288173
662	0.03337721615
663	0.03335721833
664	0.03333431069
665	0.03316763188
666	0.03314246399
667	0.03311408289
668	0.03311083682
669	0.03303596627
670	0.03295413818
671	0.0329518319
672	0.0328835098
673	0.03288015755
674	0.03287623381
675	0.03286617225
676	0.03286027567
677	0.03285756965
678	0.03275959836
679	0.03274246133
680	0.03269456486
681	0.03258326896
682	0.03256884982
683	0.03256439937
684	0.03255039239
685	0.03248842328
686	0.03246825424
687	0.03246365695
688	0.03246103912
689	0.03239198254
690	0.03231741412
691	0.032315477
692	0.03230839802
693	0.03229952724
694	0.03223947719
695	0.0321349474
696	0.03213351772
697	0.03212752595
698	0.03207388317
699	0.03203202024
700	0.03202045284
701	0.03200626529
702	0.03197939456
703	0.03197663467
704	0.03195588054
705	0.03191369046
706	0.03191150731
707	0.0318928224
708	0.03187035438
709	0.03183774193
710	0.03183499978
711	0.03177793357
712	0.03173113733
713	0.03172168791
714	0.0317150993
715	0.03166656131
716	0.03151772146
717	0.03150989142
718	0.03149983972
719	0.03149598511
720	0.03145395399
721	0.0314499702
722	0.03144284894
723	0.03143819837
724	0.03141024263
725	0.03140603455
726	0.03140460872
727	0.03132960119
728	0.03132700313
729	0.0313165852
730	0.03130478825
731	0.03129644059
732	0.03129082254
733	0.03125726072
734	0.03124216891
735	0.03123325949
736	0.03122742588
737	0.03121701249
738	0.03119747093
739	0.03114566341
740	0.03114424144
741	0.03112585279
742	0.03112412142
743	0.03110063521
744	0.03109572996
745	0.03106429917
746	0.03102857087
747	0.03101473804
748	0.03097960023
749	0.03097751676
750	0.03097370704
751	0.0309397378
752	0.03093868082
753	0.03090310535
754	0.03080082323
755	0.03079120329
756	0.03078951758
757	0.03078225229
758	0.03078098867
759	0.03070089563
760	0.0306962705
761	0.03065612561
762	0.03058620137
763	0.03058594727
764	0.03058448365
765	0.03058418143
766	0.0305798723
767	0.0305536166
768	0.03053529431
769	0.03047740811
770	0.03036983709
771	0.03036336531
772	0.03034932616
773	0.03031832796
774	0.03031176097
775	0.03030514178
776	0.03029835895
777	0.03026368011
778	0.03025667711
779	0.03024704068
780	0.03024026316
781	0.03014995844
782	0.03014107946
783	0.03013766008
784	0.0300473053
785	0.03004123719
786	0.03003560045
787	0.0299971977
788	0.0299790024
789	0.02997136769
790	0.02996853108
791	0.02995690827
792	0.0299517926
793	0.02994522654
794	0.02993888644
795	0.02992119699
796	0.02991397914
797	0.02987329515
798	0.02986562582
799	0.02986376368
800	0.02982562732
801	0.02977284026
802	0.02976389565
803	0.02974908055
804	0.02973999966
805	0.0297323466
806	0.029725479
807	0.02970408481
808	0.02969457567
809	0.02964930215
810	0.0296364328
811	0.0296177918
812	0.02961330619
813	0.0295204267
814	0.02951966908
815	0.02950789177
816	0.02949715437
817	0.0294881198
818	0.02947557428
819	0.02946600259
820	0.02945688988
821	0.02944161068
822	0.02935860012
823	0.02932344615
824	0.02932166267
825	0.02931801375
826	0.02930673365
827	0.02927789035
828	0.02927612147
829	0.02925869902
830	0.02923665555
831	0.0292120162
832	0.02920741282
833	0.0292062297
834	0.02919770669
835	0.02919745293
836	0.02918927364
837	0.0291824707
838	0.02916857249
839	0.02913992817
840	0.029086655
841	0.02908494687
842	0.02901044068
843	0.02898143452
844	0.0289765704
845	0.02896841049
846	0.02894371332
847	0.0289350744
848	0.02891477459
849	0.02885978595
850	0.02883600508
851	0.02878372744
852	0.0287604748
853	0.02875926078
854	0.02867788782
855	0.0286665727
856	0.02864654613
857	0.02862610152
858	0.02860367908
859	0.02857641798
860	0.02848371569
861	0.02847386777
862	0.02846777555
863	0.02844423416
864	0.02840055642
865	0.02839788086
866	0.02839166783
867	0.02837298396
868	0.02832780209
869	0.02831715791
870	0.02830647681
871	0.02829711121
872	0.0282911249
873	0.02827633544
874	0.02824395926
875	0.02824324161
876	0.0282347164
877	0.02817973443
878	0.02810338989
879	0.02810153674
880	0.02804667221
881	0.02794060651
882	0.0279369318
883	0.02787524996
884	0.02787298704
885	0.02785056975
886	0.02780212482
887	0.02779206198
888	0.02777958718
889	0.02776634961
890	0.02774878648
891	0.02773463792
892	0.0277327683
893	0.0277145393
894	0.02762929852
895	0.02760539888
896	0.02760414611
897	0.02760007466
898	0.02759493361
899	0.02756722347
900	0.02755551393
901	0.02755024156
902	0.02751961331
903	0.02751091899
904	0.02750847243
905	0.02749837329
906	0.02749804858
907	0.02746328261
908	0.02744388299
909	0.02743329032
910	0.02742476972
911	0.02742020023
912	0.02737765804
913	0.02737639276
914	0.02736324621
915	0.02736144917
916	0.02736068667
917	0.02731963886
918	0.02731767819
919	0.02730617081
920	0.02729813592
921	0.02728301578
922	0.02727715884
923	0.02726679002
924	0.02725945467
925	0.02725733593
926	0.02725498757
927	0.02717882728
928	0.02717055478
929	0.0271657302
930	0.02716464443
931	0.02715618883
932	0.02715144179
933	0.02714274613
934	0.02711183799
935	0.02707110515
936	0.02701026299
937	0.02700438617
938	0.02700284174
939	0.02696856845
940	0.02695293845
941	0.02688405601
942	0.02687925283
943	0.02686699591
944	0.02685565767
945	0.02684085075
946	0.0268391371
947	0.0268372058
948	0.02681662612
949	0.02681225792
950	0.02680371205
951	0.02678152113
952	0.02674060811
953	0.02672382652
954	0.02671887721
955	0.02668769955
956	0.02668463341
957	0.02667489228
958	0.0266414926
959	0.02663654806
960	0.02661404012
961	0.02659927782
962	0.02657553888
963	0.02657310189
964	0.02654184711
965	0.02653938905
966	0.02653019805
967	0.02652372808
968	0.02642916145
969	0.02637935781
970	0.02630950169
971	0.02630141278
972	0.02629582309
973	0.02628303207
974	0.02623213897
975	0.0262248639
976	0.02622113002
977	0.02621902579
978	0.02610171934
979	0.02609949484
980	0.02608671618
981	0.02608438815
982	0.02607913885
983	0.02607145156
984	0.02606059997
985	0.0260549145
986	0.02605357015
987	0.0260407356
988	0.02603727999
989	0.02601896193
990	0.02601158175
991	0.02600783298
992	0.02600721456
993	0.02600029636
994	0.02599686157
995	0.02592270365
996	0.02587651906
997	0.02587373962
998	0.02587163431
999	0.0258619491
